Input Term,Best Match,URI,Similarity Score
perioneal cyst,chalazal cyst,http://purl.obolibrary.org/obo/PO_0000201,0.5687
perioral region,periorbital region,http://purl.obolibrary.org/obo/UBERON_0004090,0.8991
periorbital adipose tissue,adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,0.8388
periorbital connective tissue,connective tissue,http://purl.obolibrary.org/obo/UBERON_0002384,0.7932
peripheral blood,peripheral,http://purl.obolibrary.org/obo/PATO_0002107,0.7104
peripheral circulation,blood circulation,http://purl.obolibrary.org/obo/GO_0008015,0.8439
perirectal,perirectal space,http://purl.obolibrary.org/obo/UBERON_8480019,0.7247
perirenal fat,perirenal fat,http://purl.obolibrary.org/obo/UBERON_0005406,1
perirenal tissue,perichordal tissue,http://purl.obolibrary.org/obo/UBERON_0007862,0.8449
peritoneal ara,peritoneal sac,http://purl.obolibrary.org/obo/UBERON_0035820,0.7566
peritoneal cavities,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,0.8906
peritoneal cavity fluid,peritoneal fluid,http://purl.obolibrary.org/obo/UBERON_0001268,0.8986
peritoneal cavity- lung,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,0.8993
peritoneal cavity,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,1
peritoneal connective tissue,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,0.793
peritoneal cover of gut,gastrointestinal peritoneum,http://purl.obolibrary.org/obo/UBERON_3010819,0.7159
peritoneal cyst,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,0.7099
peritoneal cysts,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,0.6994
peritoneal fluid,peritoneal fluid,http://purl.obolibrary.org/obo/UBERON_0001268,1
peritoneal of stomach,gastrointestinal peritoneum,http://purl.obolibrary.org/obo/UBERON_3010819,0.83
peritoneal,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,0.8435
peritoneal & pleural cavities,pleuroperitoneal cavity,http://purl.obolibrary.org/obo/UBERON_2002224,0.8084
peritoneal & plural cavities,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,0.7869
peritoneal serosa,serosa of colon,http://purl.obolibrary.org/obo/UBERON_0003335,0.7225
peritoneal & thoracic cavity,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,0.9045
peritoneal tissue,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,0.8162
peritoneum cyst,gastrointestinal peritoneum,http://purl.obolibrary.org/obo/UBERON_3010819,0.7114
peritoneum cysts,gastrointestinal peritoneum,http://purl.obolibrary.org/obo/UBERON_3010819,0.6881
peritoneum (encysted),peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,0.8825
peritoneum near anus,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,0.7812
peritoneum near kidney,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,0.7678
peritoneum of body wall,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,0.7385
peritoneum of gut,gastrointestinal peritoneum,http://purl.obolibrary.org/obo/UBERON_3010819,0.854
peritoneum parenchyma,parietal peritoneum,http://purl.obolibrary.org/obo/UBERON_0001366,0.8169
peritoneum-pelvic region,pelvic region of trunk,http://purl.obolibrary.org/obo/UBERON_0002355,0.7099
peritoneum,peritoneum,http://purl.obolibrary.org/obo/UBERON_0002358,1
peritracheal connective tiss,connective,http://purl.obolibrary.org/obo/PO_0009068,0.5721
peritracheal connective tiss.,connective,http://purl.obolibrary.org/obo/PO_0009068,0.5855
peritracheal region,periorbital region,http://purl.obolibrary.org/obo/UBERON_0004090,0.6527
peritracheal tissue,periurethral tissue,http://purl.obolibrary.org/obo/UBERON_0009010,0.816
pertioneal cavity,peritoneal cavity,http://purl.obolibrary.org/obo/UBERON_0001179,0.8386
petiole,petiole,http://purl.obolibrary.org/obo/PO_0020038,1
petrified feces,feces,http://purl.obolibrary.org/obo/UBERON_0001988,0.7801
pharyngeal region (encysted),pharyngeal arch mesenchymal region,http://purl.obolibrary.org/obo/UBERON_0009494,0.7446
pharyngeal region,pharyngeal arch mesenchymal region,http://purl.obolibrary.org/obo/UBERON_0009494,0.778
pharyngeal teeth,upper pharyngeal tooth,http://purl.obolibrary.org/obo/UBERON_2001659,0.8612
pharynx (at post mortem),pharynx,http://purl.obolibrary.org/obo/UBERON_0006562,0.8596
pharynx,pharynx,http://purl.obolibrary.org/obo/UBERON_0006562,1
pinnae),pinna,http://purl.obolibrary.org/obo/UBERON_0001757,0.7097
pistils),pistillode,http://purl.obolibrary.org/obo/PO_0009078,0.6139
pituitary,pituitary gland,http://purl.obolibrary.org/obo/UBERON_0000007,0.8183
placenta,placenta,http://purl.obolibrary.org/obo/UBERON_0001987,1
plant leaf,leaf,http://purl.obolibrary.org/obo/PO_0025034,matched
plant seed,plant seed food product,http://purl.obolibrary.org/obo/FOODON_00001173,0.8236
plant stem,stem,http://purl.obolibrary.org/obo/PO_0009047,0.7965
plasma,plasma,http://purl.obolibrary.org/obo/ENVO_01000798,1
Plasma,plasma,http://purl.obolibrary.org/obo/ENVO_01000798,1
plecopods,plerome,http://purl.obolibrary.org/obo/PO_0008035,0.6451
plerual cavity,anatomical cavity,http://purl.obolibrary.org/obo/UBERON_0002553,0.7775
plerual cav.,obsolete CaV,http://purl.obolibrary.org/obo/UBERON_2005217,0.5657
plerual,plerome,http://purl.obolibrary.org/obo/PO_0008035,0.6427
plerual wash,detergent,http://purl.obolibrary.org/obo/CHEBI_27780,0.5956
pleural cavity,pleural cavity,http://purl.obolibrary.org/obo/UBERON_0002402,1
pleural diaphragm wall,crus of diaphragm,http://purl.obolibrary.org/obo/UBERON_0014765,0.6551
pleural & peitoneal cavities,pleural cavity,http://purl.obolibrary.org/obo/UBERON_0002402,0.7945
pleural,pleural sac,http://purl.obolibrary.org/obo/UBERON_0009778,0.8458
pleural wash & cav.,pleural fluid,http://purl.obolibrary.org/obo/UBERON_0001087,0.7076
pleural wash,pleural fluid,http://purl.obolibrary.org/obo/UBERON_0001087,0.7351
pleura of lung (encysted),pleural effusion,http://purl.obolibrary.org/obo/UBERON_0000175,0.731
pleura,pleura,http://purl.obolibrary.org/obo/UBERON_0000977,1
PO:0000003 seedling,seedling,http://purl.obolibrary.org/obo/PO_0008037,0.6379
PO:0000003 tree,biliary tree,http://purl.obolibrary.org/obo/UBERON_0001173,0.4634
PO_0000003 vines,vineyard,http://purl.obolibrary.org/obo/ENVO_00000116,0.4761
PO:0000003 vine,vineyard,http://purl.obolibrary.org/obo/ENVO_00000116,0.4226
PO:0000003 whole plant,whole plant,http://purl.obolibrary.org/obo/PO_0000003,0.6393
PO_0000003 whole plant,whole plant,http://purl.obolibrary.org/obo/PO_0000003,0.744
PO:0000025 root tip,root tip,http://purl.obolibrary.org/obo/PO_0000025,0.7149
PO:0000042 adventitious root,OBSOLETE adventitious root primordium,http://purl.obolibrary.org/obo/PO_0008038,0.617
PO:0000044 brace root,root of molar tooth,http://purl.obolibrary.org/obo/UBERON_0008854,0.5195
PO:0000055 bark,bark,http://purl.obolibrary.org/obo/PO_0004518,0.591
PO:0000055 bud,terminal bud,http://purl.obolibrary.org/obo/PO_0004713,0.4541
PO_0000055 bud,terminal bud,http://purl.obolibrary.org/obo/PO_0004713,0.4753
PO_0000055 leaf bud,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5993
PO:0000055 trunk,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,0.6449
PO:0000056 flower bud,flower bud,http://purl.obolibrary.org/obo/PO_0000056,0.6661
PO:0000282 hair,pes hair,http://purl.obolibrary.org/obo/UBERON_0015145,0.5805
PO:0001081 mature,pons maturation,http://purl.obolibrary.org/obo/GO_0021586,0.4775
PO:0003024 runner,track,http://purl.obolibrary.org/obo/ENVO_00000122,0.4301
PO:0003024 stolon,stolon,http://purl.obolibrary.org/obo/PO_0003024,0.6057
PO:0004003 cork,cork,http://purl.obolibrary.org/obo/ENVO_03501302,0.69
PO:0004513 sapwood,sapwood,http://purl.obolibrary.org/obo/PO_0004513,0.6051
PO:0004518 bark,bark,http://purl.obolibrary.org/obo/PO_0004518,0.5903
PO_0004518 bark,bark,http://purl.obolibrary.org/obo/PO_0004518,0.645
PO:0004518 trunk,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,0.6161
PO:0004542 rhizome,rhizome internode,http://purl.obolibrary.org/obo/PO_0025204,0.6623
PO:0004545 branch,branch,http://purl.obolibrary.org/obo/PO_0025073,0.5936
PO:0004713 terminal bud,terminal bud,http://purl.obolibrary.org/obo/PO_0004713,0.7513
PO:0005001 ratoon,50192900 - pasta/noodles  (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401095,0.4128
PO:0005417 phloem,phloem,http://purl.obolibrary.org/obo/PO_0005417,0.7663
PO_0005417 phloem,phloem,http://purl.obolibrary.org/obo/PO_0005417,0.8165
PO_0005848 wood,wood,http://purl.obolibrary.org/obo/ENVO_00002040,0.6755
PO:0006109 pith,pith,http://purl.obolibrary.org/obo/PO_0006109,0.4954
PO:0006341 main stalk,connecting stalk,http://purl.obolibrary.org/obo/UBERON_0007806,0.611
PO:0006418 shank,maxillary shank,http://purl.obolibrary.org/obo/UBERON_0018336,0.5068
PO_0007030 seedling,seedling,http://purl.obolibrary.org/obo/PO_0008037,0.7108
PO_0007030 seedlings,seedling development stage,http://purl.obolibrary.org/obo/PO_0007131,0.5885
PO:0007073 tillering,pons,http://purl.obolibrary.org/obo/UBERON_0000988,0.3929
PO:0008034 rosette,rosette,http://purl.obolibrary.org/obo/PO_0025615,0.6115
PO:0009001 bark,bark,http://purl.obolibrary.org/obo/PO_0004518,0.5811
PO_0009001 bark,bark,http://purl.obolibrary.org/obo/PO_0004518,0.6431
PO_0009001 fruit,pome fruit,http://purl.obolibrary.org/obo/PO_0030110,0.6824
PO:0009001 fruit,pome fruit,http://purl.obolibrary.org/obo/PO_0030110,0.6924
PO_0009001 leaf,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.6006
PO_0009001 sap,plant sap,http://purl.obolibrary.org/obo/PO_0025538,0.53
PO:0009001 trunk,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,0.6151
PO:0009002 cell,cell,http://purl.obolibrary.org/obo/CL_0000000,0.5988
PO:0009005 bark,bark,http://purl.obolibrary.org/obo/PO_0004518,0.5826
PO:0009005 root,root,http://purl.obolibrary.org/obo/NCBITaxon_1,0.5813
PO:0009005 trunk,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,0.6267
PO:0009006 shoot,shoot-borne shoot system,http://purl.obolibrary.org/obo/PO_0004545,0.4581
PO:0009007 tissue,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,0.6932
PO_0009010 kernel,pons development,http://purl.obolibrary.org/obo/GO_0021548,0.364
PO:0009010 seed,seed,http://purl.obolibrary.org/obo/PO_0009010,0.6417
PO_0009010 seed,seed,http://purl.obolibrary.org/obo/PO_0009010,0.6612
PO:0009025 bark,bark,http://purl.obolibrary.org/obo/PO_0004518,0.5973
PO:0009025 vascular leaf,vascular leaf,http://purl.obolibrary.org/obo/PO_0009025,0.7853
PO_0009025 vascular leaf,vascular leaf,http://purl.obolibrary.org/obo/PO_0009025,0.8392
PO:0009029 stamen,stamen,http://purl.obolibrary.org/obo/PO_0009029,0.6519
PO:0009030 pistil,pisiform,http://purl.obolibrary.org/obo/UBERON_0001429,0.4738
PO:0009032 petal,petal,http://purl.obolibrary.org/obo/PO_0009032,0.566
PO:0009034 chaff,digit 1,http://purl.obolibrary.org/obo/UBERON_0006048,0.3601
PO_0009035 nectary,nectary,http://purl.obolibrary.org/obo/PO_0009035,0.6912
PO:0009038 palea,palea awn,http://purl.obolibrary.org/obo/PO_0025350,0.592
PO:0009038 pale,palea awn,http://purl.obolibrary.org/obo/PO_0025350,0.4971
PO:0009039 glume,glume awn,http://purl.obolibrary.org/obo/PO_0025351,0.5489
PO:0009046 flower,flower,http://purl.obolibrary.org/obo/PO_0009046,0.6605
PO_0009046 flower,flower,http://purl.obolibrary.org/obo/PO_0009046,0.748
PO_0009046 flowers,flower,http://purl.obolibrary.org/obo/PO_0009046,0.7316
PO_0009046 Flowers,flower,http://purl.obolibrary.org/obo/PO_0009046,0.7316
PO_0009046 reproductive parts of flowers,flower development stage,http://purl.obolibrary.org/obo/PO_0007615,0.6726
PO:0009047 bole,bora,http://purl.obolibrary.org/obo/ENVO_01001727,0.4064
PO:0009047 cane,cane-like,http://purl.obolibrary.org/obo/PATO_0002511,0.5044
PO:0009047 core,planetary core,http://purl.obolibrary.org/obo/ENVO_01000641,0.4381
PO:0009047 scape,pons,http://purl.obolibrary.org/obo/UBERON_0000988,0.3888
PO:0009047 stalk,stalk,http://purl.obolibrary.org/obo/PO_0025066,0.7272
PO:0009047 stem,stem,http://purl.obolibrary.org/obo/PO_0009047,0.6956
PO_0009047 stem,stem,http://purl.obolibrary.org/obo/PO_0009047,0.7231
PO:0009047 trunk,trunk,http://purl.obolibrary.org/obo/UBERON_0002100,0.6045
PO:0009049 inflorescence,inflorescence,http://purl.obolibrary.org/obo/PO_0009049,0.7608
PO_0009049 inflorescence,inflorescence,http://purl.obolibrary.org/obo/PO_0009049,0.8415
PO:0009053 peduncle,peduncle,http://purl.obolibrary.org/obo/PO_0009053,0.6111
PO:0009054 palea,palea awn,http://purl.obolibrary.org/obo/PO_0025350,0.5808
PO:0009054 pale,palea awn,http://purl.obolibrary.org/obo/PO_0025350,0.4904
PO:0009055 bract,bract,http://purl.obolibrary.org/obo/PO_0009055,0.4441
PO:0009060 calyx,calyx,http://purl.obolibrary.org/obo/PO_0009060,0.6776
PO:0009062 pistil,pisiform,http://purl.obolibrary.org/obo/UBERON_0001429,0.5018
PO:0009066 anther,anther,http://purl.obolibrary.org/obo/PO_0009066,0.488
PO_0009073 stigma,stigma,http://purl.obolibrary.org/obo/PO_0009073,0.8111
PO:0020038 petiole,petiole,http://purl.obolibrary.org/obo/PO_0020038,0.7392
PO:0020057 testa,testa,http://purl.obolibrary.org/obo/PO_0020057,0.6104
PO:0020100 hypocotyl,hypocotyl,http://purl.obolibrary.org/obo/PO_0020100,0.7299
PO:0020104 leaf sheath,leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,0.8593
PO:0020136 ear,ear,http://purl.obolibrary.org/obo/UBERON_0001690,0.6924
PO:0025002 adventitious root,OBSOLETE adventitious root primordium,http://purl.obolibrary.org/obo/PO_0008038,0.6274
PO:0025022 rosette,rosette,http://purl.obolibrary.org/obo/PO_0025615,0.5886
PO:0025025 root,root,http://purl.obolibrary.org/obo/NCBITaxon_1,0.5988
PO_0025025 root system,root system,http://purl.obolibrary.org/obo/PO_0025025,0.696
PO_0025029 shoot axis,shoot axis,http://purl.obolibrary.org/obo/PO_0025029,0.7808
PO:0025029 shoot,shoot system,http://purl.obolibrary.org/obo/PO_0009006,0.4444
PO_0025034 fleaf,50192900 - pasta/noodles  (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401095,0.3958
PO:0025034 leaf,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.5652
PO_0025034 leaf,leaf,http://purl.obolibrary.org/obo/PO_0025034,0.6126
PO_0025034 leaves,LP.19 nineteen leaves visible stage,http://purl.obolibrary.org/obo/PO_0007120,0.5058
PO:0025042 eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,0.5581
PO:0025066 stalk,stalk,http://purl.obolibrary.org/obo/PO_0025066,0.7116
PO:0025073 branch,branch,http://purl.obolibrary.org/obo/PO_0025073,0.636
PO_0025073 branch,branch,http://purl.obolibrary.org/obo/PO_0025073,0.6477
PO:0025073 twig,open,http://purl.obolibrary.org/obo/PATO_0000610,0.3974
PO:0025083 cone,conical,http://purl.obolibrary.org/obo/PATO_0002021,0.6111
PO_0025131,digit 1,http://purl.obolibrary.org/obo/UBERON_0006048,0.4833
PO:0025197 stele,stele,http://purl.obolibrary.org/obo/PO_0025197,0.6215
PO:0025248 pseudostem,pseudostem,http://purl.obolibrary.org/obo/PO_0025248,0.6238
PO_0025281 pollen,pollen,http://purl.obolibrary.org/obo/PO_0025281,0.7143
PO_0025281 Pollen,pollen,http://purl.obolibrary.org/obo/PO_0025281,0.7143
PO:0025323 bundle,predorsal bundle,http://purl.obolibrary.org/obo/UBERON_0002754,0.5404
PO:0025355 corm,corm,http://purl.obolibrary.org/obo/PO_0025355,0.4555
PO:0025355 pseudobulb,50192900 - pasta/noodles  (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401095,0.4584
PO:0025356 bulb,bulb,http://purl.obolibrary.org/obo/PO_0025356,0.6856
PO:0025522 tuber,tuber,http://purl.obolibrary.org/obo/PO_0025522,0.6601
PO_0025538 sap,plant sap,http://purl.obolibrary.org/obo/PO_0025538,0.5338
PO:0025593 adventitious root,OBSOLETE adventitious root primordium,http://purl.obolibrary.org/obo/PO_0008038,0.6181
PO_0025607 base of plant,leaf base,http://purl.obolibrary.org/obo/PO_0020040,0.6195
PO_0025607 branches,branch,http://purl.obolibrary.org/obo/PO_0025073,0.667
PO_0025607 leaves,LP.19 nineteen leaves visible stage,http://purl.obolibrary.org/obo/PO_0007120,0.5291
PO_0025607 plant,old plant,http://purl.obolibrary.org/obo/ENVO_01000413,0.5369
PO:0025615 rosette,rosette,http://purl.obolibrary.org/obo/PO_0025615,0.5631
PO:0025626 plant gall,plant gall,http://purl.obolibrary.org/obo/PO_0025626,0.7924
PO:0030121 head,head,http://purl.obolibrary.org/obo/UBERON_0000033,0.4771
PO:0030126 cyathia,Cyprinoidei,http://purl.obolibrary.org/obo/NCBITaxon_30727,0.4678
PO?iri=http:,pons,http://purl.obolibrary.org/obo/UBERON_0000988,0.4259
pollen,pollen,http://purl.obolibrary.org/obo/PO_0025281,1
pooled insects,Dipodidae,http://purl.obolibrary.org/obo/NCBITaxon_30648,0.624
pooled organs,organ,http://purl.obolibrary.org/obo/UBERON_0000062,0.6199
pooled ticks,shoot axis prickle,http://purl.obolibrary.org/obo/PO_0025171,0.4211
pork chop abcess,pork chop food product,http://purl.obolibrary.org/obo/FOODON_00001049,0.75
pork chop,pork chop food product,http://purl.obolibrary.org/obo/FOODON_00001049,0.7998
PORO_0000020 Atrium,obsolete atrium,http://purl.obolibrary.org/obo/UBERON_0001050,0.6951
PORO_0000035 Pores,pore,http://purl.obolibrary.org/obo/UBERON_0008915,0.7168
PORO_0000039 Canals,canal,http://purl.obolibrary.org/obo/PO_0025132,0.7724
PORO_0000223 Tubes,tube,http://purl.obolibrary.org/obo/UBERON_0000025,0.6547
PORO_0000553 statoblast,statocyst,http://purl.obolibrary.org/obo/UBERON_0006583,0.4815
PORO_0000905 Surface,surface structure,http://purl.obolibrary.org/obo/UBERON_0003102,0.6206
poroventriculus,Porifera,http://purl.obolibrary.org/obo/NCBITaxon_6040,0.561
portala vein,portal vein,http://purl.obolibrary.org/obo/UBERON_0002017,0.9218
portal & mesenteric veins,portal vein,http://purl.obolibrary.org/obo/UBERON_0002017,0.8612
portal vein- liver,hepatic portal vein,http://purl.obolibrary.org/obo/UBERON_0001639,0.9423
portal vein,portal vein,http://purl.obolibrary.org/obo/UBERON_0002017,1
portal veins,portal vein,http://purl.obolibrary.org/obo/UBERON_0002017,0.9521
post 1,postcleithrum 1,http://purl.obolibrary.org/obo/UBERON_2001852,0.4796
post 1st dorsal fin,dorsal fin,http://purl.obolibrary.org/obo/UBERON_0003097,0.8507
postbranchial chamber,cardiac chamber,http://purl.obolibrary.org/obo/UBERON_0004151,0.6426
post cava vessel,vessel,http://purl.obolibrary.org/obo/UBERON_0000055,0.6517
post. coelomic cavity,extraembryonic coelomic cavity,http://purl.obolibrary.org/obo/UBERON_0003888,0.767
posterior air sac,posterior air sac,http://purl.obolibrary.org/obo/UBERON_0009062,1
posterior intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,matched
posterior-most intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.7095
posterior oropharynx,posterior wall of oropharynx,http://purl.obolibrary.org/obo/UBERON_0035240,0.8806
posterior vena cava,anterior vena cava,http://purl.obolibrary.org/obo/UBERON_0001585,0.8656
post intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8211
post. intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.8419
post mortem wandering,obsolete post-mortem,http://purl.obolibrary.org/obo/PATO_0002084,0.5466
postorbital region,periorbital region,http://purl.obolibrary.org/obo/UBERON_0004090,0.7334
pouches in ant sm intestine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,0.6063
pouches,rectovesical pouch,http://purl.obolibrary.org/obo/UBERON_0011204,0.7962
preopercular bone skin,presphenoid bone,http://purl.obolibrary.org/obo/UBERON_0008828,0.6902
preputial cavity,anatomical cavity,http://purl.obolibrary.org/obo/UBERON_0002553,0.8274
proboscis,obsolete proboscis,http://purl.obolibrary.org/obo/UBERON_0035961,0.8331
prostate,prostate gland,http://purl.obolibrary.org/obo/UBERON_0002367,0.8815
protist shell,shell,http://purl.obolibrary.org/obo/UBERON_0006612,0.6518
proventricular-gizzard isthimu,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,0.6093
proventricular glands,glandular,http://purl.obolibrary.org/obo/PATO_0002117,0.6546
proventricular mucosa,epithelium of mucosa,http://purl.obolibrary.org/obo/UBERON_0003350,0.7045
proventriculus at gizzard,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,0.7854
proventriculus (encysted),proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,0.9111
proventriculus free in lumen,lumen of hindgut,http://purl.obolibrary.org/obo/UBERON_0007148,0.5938
proventriculus lumen,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,0.7037
proventriculus,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,matched
proventriculus serosa,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,0.8268
proventriculus wall,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,0.818
proventri,proventriculus,http://purl.obolibrary.org/obo/UBERON_0007357,0.6218
proximal colon,proximal-distal subdivision of colon,http://purl.obolibrary.org/obo/UBERON_0000168,0.8031
pseudobranchial filaments,intermediate filament,http://purl.obolibrary.org/obo/GO_0005882,0.6734
pseudocaecum,pseudoclasper,http://purl.obolibrary.org/obo/UBERON_0017624,0.7188
pterygoid air sinus,anterior ramus of pterygoid,http://purl.obolibrary.org/obo/UBERON_3000018,0.6669
pulm arteries,pudendal artery,http://purl.obolibrary.org/obo/UBERON_0007312,0.8469
pulm artery,pudendal artery,http://purl.obolibrary.org/obo/UBERON_0007312,0.8602
pulmon. artery,pudendal artery,http://purl.obolibrary.org/obo/UBERON_0007312,0.8147
pulmonary airways,respiratory airway,http://purl.obolibrary.org/obo/UBERON_0001005,0.8086
pulmonary arteries,pulmonary artery,http://purl.obolibrary.org/obo/UBERON_0002012,0.9574
pulmonary artery,pulmonary artery,http://purl.obolibrary.org/obo/UBERON_0002012,1
pulmonary cavity,thoracic cavity,http://purl.obolibrary.org/obo/UBERON_0002224,0.7557
pulmonary,lung,http://purl.obolibrary.org/obo/UBERON_0002048,0.8191
pulmonary vess.,pulmonary venule,http://purl.obolibrary.org/obo/UBERON_8600024,0.827
pulmon. vein,pudendal vein,http://purl.obolibrary.org/obo/UBERON_0009029,0.8335
purl.obolibrary.org,pulvinate,http://purl.obolibrary.org/obo/PATO_0001357,0.5087
pyloric appendices,pyloric stomach,http://purl.obolibrary.org/obo/UBERON_0008246,0.6478
pyloric cacae (encysted),obsolete pyloric caecum,http://purl.obolibrary.org/obo/UBERON_2002253,0.717
pyloric caeca,pyloric stomach,http://purl.obolibrary.org/obo/UBERON_0008246,0.7051
pyloric caec,obsolete pyloric caecum,http://purl.obolibrary.org/obo/UBERON_2002253,0.8141
pyloric caecum,obsolete pyloric caecum,http://purl.obolibrary.org/obo/UBERON_2002253,0.8986
pyloric cecae,obsolete pyloric caecum,http://purl.obolibrary.org/obo/UBERON_2002253,0.6857
pyloric ceca & intestine,pyloric stomach,http://purl.obolibrary.org/obo/UBERON_0008246,0.6924
pyloric cecal valve,pyloric canal,http://purl.obolibrary.org/obo/UBERON_0008858,0.6215
pyloric ceca,pyloric stomach,http://purl.obolibrary.org/obo/UBERON_0008246,0.6862
pyloric cecum,echinoderm pyloric cecum,http://purl.obolibrary.org/obo/UBERON_0008248,0.7241
pyloric division of stomach,pyloric stomach,http://purl.obolibrary.org/obo/UBERON_0008246,0.8742
pyloric pouches,pyloric stomach,http://purl.obolibrary.org/obo/UBERON_0008246,0.6979
pyloric pouch,pyloric stomach,http://purl.obolibrary.org/obo/UBERON_0008246,0.744
pyloric,pyloric antrum,http://purl.obolibrary.org/obo/UBERON_0001165,0.8216
pyloric region,pyloric region epithelium,http://purl.obolibrary.org/obo/UBERON_0005637,0.7629
pyloric region tumor,pyloric region epithelium,http://purl.obolibrary.org/obo/UBERON_0005637,0.7322
pyloric stomach,pyloric stomach,http://purl.obolibrary.org/obo/UBERON_0008246,1
pyloric stomic,pyloric stomach,http://purl.obolibrary.org/obo/UBERON_0008246,0.7059
pyloris,pylorus,http://purl.obolibrary.org/obo/UBERON_0001166,0.7928
pylorus,pylorus,http://purl.obolibrary.org/obo/UBERON_0001166,1
rarely gills,internal gill,http://purl.obolibrary.org/obo/UBERON_0008892,0.5972
ray,fin ray,http://purl.obolibrary.org/obo/UBERON_4400005,0.7797
rays,ray system,http://purl.obolibrary.org/obo/PO_0025411,0.692
r e,arene,http://purl.obolibrary.org/obo/CHEBI_33658,0.4307
rectal area,area,http://purl.obolibrary.org/obo/PATO_0001323,0.659
rectal caeca,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,0.594
rectal gland,obsolete rectal gland,http://purl.obolibrary.org/obo/UBERON_0000360,0.8628
rectal glands,obsolete rectal gland,http://purl.obolibrary.org/obo/UBERON_0000360,0.8274
rectal smear,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,0.6449
Rectal Swab | Urogenital Swab | Oral Swab,urogenital system development,http://purl.obolibrary.org/obo/GO_0001655,0.4264
rectum cyst,epithelium of rectum,http://purl.obolibrary.org/obo/UBERON_0003354,0.7277
rectum cysts,epithelium of rectum,http://purl.obolibrary.org/obo/UBERON_0003354,0.7211
rectum near cloaca,submucosa of cloaca,http://purl.obolibrary.org/obo/UBERON_0012482,0.682
rectum-passen in feces,mucosa of rectum,http://purl.obolibrary.org/obo/UBERON_0003346,0.7391
rectum,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,matched
rectums,rectum,http://purl.obolibrary.org/obo/UBERON_0001052,0.9258
rectum wall (encysted),rectum,http://purl.obolibrary.org/obo/UBERON_0001052,0.7243
red blood cell,blood cell,http://purl.obolibrary.org/obo/CL_0000081,0.8405
red blood cells,blood cell,http://purl.obolibrary.org/obo/CL_0000081,0.799
redia in digestive gland,gland of digestive tract,http://purl.obolibrary.org/obo/UBERON_0003408,0.6259
rediain digestive gland,gland of digestive tract,http://purl.obolibrary.org/obo/UBERON_0003408,0.7266
redia in gonad,gonad,http://purl.obolibrary.org/obo/UBERON_0000991,0.6276
redia in gonads,gonad,http://purl.obolibrary.org/obo/UBERON_0000991,matched
red spot disease-body lesion,erythematous,http://purl.obolibrary.org/obo/PATO_0040048,0.46
red-spot disease lesion - body,erythematous,http://purl.obolibrary.org/obo/PATO_0040048,0.4653
Relay # 70,digit 7,http://purl.obolibrary.org/obo/UBERON_0016857,0.4431
released by snail,Gastropoda,http://purl.obolibrary.org/obo/NCBITaxon_6448,0.6362
renal capsule,kidney capsule,http://purl.obolibrary.org/obo/UBERON_0002015,0.9675
